"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
2553,5736,9391,9127,9319,9278,7121,4053,3721,3501
1887,2457,6456,6539,9183,9421,8815,8564,6510,2760
4552,2461,4249,3743,9264,9457,9062,8848,9134,3493
2563,7400,9061,7576,8810,9024,3874,3767,4977,2264
2360,5735,6642,8561,9207,8565,4570,2719,2753,2296
2347,6390,8172,9024,9249,9344,7052,4070,3158,3056
2245,2850,4828,5701,8452,8048,7220,7246,4020,3898
6206,4991,5168,5100,4261,3166,5091,8613,8992,1130
2630,6683,6312,9197,8587,9007,5763,3774,3390,3055
5487,6428,5406,3518,3518,2645,4844,8200,8044,9769
2138,2677,4839,7553,7553,9431,9331,8895,8673,2671
2039,2677,6419,6620,9277,9449,9165,8468,6080,2909
1956,2398,6007,6564,9182,9383,9164,8686,7738,2625
2422,3212,6281,7027,9317,9395,8858,7877,3374,2444
2562,2657,4697,7712,9257,9400,8991,6788,3678,2752
3039,4092,5892,6292,6720,6184,3578,6662,6722,5908
8281,8445,8140,8739,8739,8227,7696,3769,3210,5618
1782,3123,4269,5950,8749,9220,6155,5337,2757,3678
2772,3425,4851,4430,4873,4341,5376,6271,5107,5116
1962,2826,5006,6376,7975,7812,7789,5709,5095,3443
1926,2354,4046,5519,7820,7214,6210,5709,3998,5620
1820,3040,5941,6314,8272,9097,8463,6182,4612,3233
1989,3109,3424,5152,5720,5513,3621,4206,3511,4168
1834,2537,3645,3959,5720,5513,3621,3940,3780,5684
1933,2660,4129,4705,5779,4814,5038,4249,3542,4339
2146,3533,4129,4134,5771,5024,5038,4676,5203,3650
2372,3533,4129,4134,5779,5296,5038,4676,5206,4682
2146,3533,4129,4134,5771,5024,5038,4676,5203,3650
2538,7610,9108,8392,9496,9104,6628,5181,3161,3360
4378,8235,6750,7077,7322,4975,4532,7257,6195,8043
4332,8243,8285,8327,7524,7754,5791,5031,5948,3683
4734,4943,5951,6026,5048,4652,2808,5794,3647,5561
2464,3177,5166,6159,8160,8981,8990,7907,8606,5960
5306,8856,8974,8796,4895,3322,3745,7547,7643,8320
2150,3829,1640,3088,3088,4342,7512,7452,6438,2338
4728,8356,8351,6801,6819,7301,4818,5469,6800,6497
2098,2072,5217,8632,8667,9145,8135,5217,5445,2898
2753,3375,6392,9079,9531,9139,8869,8220,8622,8321
1989,3114,3645,4242,6041,3160,3621,3940,3467,4030
2705,5813,4384,5004,5004,3131,4130,7839,7302,7478
6769,8254,4464,3132,3132,3399,7254,8661,8289,4222
6957,8773,5274,5750,4086,2933,4590,7576,9172,7049
2043,2660,3645,4242,5779,4096,5220,4249,4977,6285
6521,7460,6968,7954,8237,8445,7288,8191,8178,8149
7681,8442,2982,4110,4110,7297,8168,7987,8021,8049
7542,3430,2541,2822,8032,8469,8221,8022,9115,6110
4201,8531,9390,8535,9285,9237,3528,2730,2681,7256
2846,4900,4235,5864,6634,8848,7755,8816,6865,2902
2169,3722,4050,7427,7427,9021,8028,5085,3538,3538
1560,2509,4088,8181,8968,9446,8815,7736,6895,2675
2008,3165,3424,5152,5720,4907,3621,4206,4363,3757
2163,3118,4375,6282,9349,9340,9009,9137,7889,3639
3910,7163,9239,9286,9286,9125,3902,3905,3026,6007
2075,2513,3347,6193,9282,9370,9204,8759,5153,3687
5433,8530,6678,7126,6040,4381,5112,4349,8446,4969
2015,3230,6407,9181,9664,9428,8549,7592,3425,2511
3557,5435,6470,6309,6167,5742,6034,5185,5270,4854
2740,5592,7570,7222,6959,6121,4150,6207,8708,7746
3393,8721,4093,7838,9298,8789,4109,2893,3245,4438
3088,3214,7462,9076,9382,9327,8244,3205,2823,3405
3297,7763,8622,8963,9289,9181,5006,3917,2984,5921
2359,7988,7706,8683,9172,8997,5281,2780,3371,2409
2690,4912,7630,9076,6836,9360,8603,5213,2617,920
5358,8994,8613,8731,9171,8810,8559,8428,8601,8551
2833,6288,7460,8803,9127,9261,8434,4577,3439,5032
3255,6790,8503,9148,7794,9191,7689,3737,3230,4094
2823,3341,3325,4335,7275,9143,8875,9255,8993,5408
2128,4835,7787,8589,8482,8557,3569,3730,7674,4372
2827,4642,2705,3794,3794,5983,7724,7884,7248,6118
1841,3679,5421,5308,6325,5120,6378,6171,3754,5756
4651,6755,6910,6778,8137,6871,6754,7510,7906,7105
5685,7303,7237,6851,8370,8638,8241,7455,8341,8969
6064,8116,8290,9064,8323,8440,8351,8726,9332,8393
2557,7451,8957,8646,8998,9311,4339,4280,6201,8644
2338,7308,7966,9339,8582,9333,4767,2747,3943,8577
2910,8400,9022,9136,8433,9255,4075,2574,5715,6512
3260,6593,8951,9115,9090,9251,6409,3531,3782,6243
2219,3528,5427,7933,6833,9379,8736,7830,3262,3443
2865,7914,8932,9371,9371,9210,4850,2851,6606,8137
2765,8042,8437,8674,9556,7375,6604,3068,7071,7883
2392,7311,8908,9310,9542,9232,3704,2794,7494,8960
3956,6345,4510,7968,7968,8636,4753,7556,6627,6568
2226,2860,7700,8533,9536,9298,7813,5560,4902,6265
6239,9380,8281,8887,8336,7638,5357,4384,5407,6082
3113,6057,9043,8968,8968,9075,3920,3548,3011,3482
5695,7938,9266,9069,9069,8615,2928,3903,5649,2294
2306,2992,7120,8699,8699,9306,8678,5190,3685,2871
4274,7418,9036,8833,9238,8739,2865,3753,3538,5160
2187,2530,5419,5954,8710,9421,8764,8971,8463,3044
2235,5065,4103,2868,6442,5704,8451,6833,5043,4252
2665,3527,7216,8688,8688,8832,6760,3735,3414,4550
2301,3415,2858,5546,5546,8706,8928,8918,1759,2122
2351,4483,5101,8660,8660,9501,8884,8544,5945,2374
4132,6789,6134,8501,8501,8182,2987,5961,5833,2500
5697,4539,5380,3835,7421,6853,8959,8550,8201,3830
5288,8078,8548,8947,8722,3089,3194,7050,8011,8504
7128,8130,8746,9157,8904,4744,2328,3234,5756,7507
2499,4882,7904,8973,9396,9383,7005,3278,2484,5712
2771,3868,6880,9268,9248,9463,8067,6522,3031,3806
2470,4349,7247,8984,9454,9412,7845,3347,2787,5024
3398,6570,7698,8757,8244,6649,3807,3037,5329,7574
1880,3366,5740,8980,8980,9234,8388,5889,4476,2881
7645,8150,8170,5770,2028,2108,5350,7355,7983,8244
3204,7163,8394,8268,6131,3634,2680,3374,4242,7718
4028,7834,8765,9161,9275,9166,4518,2449,4253,6946
2966,6388,7720,8885,9358,9413,6880,2728,2826,2523
2366,4407,7927,8733,9288,8805,6975,4092,3124,4029
2526,3929,7144,8902,9372,9299,7005,3207,2732,3420
2573,3262,4898,7965,8840,8589,6946,3978,4177,4185
3010,3465,6815,9123,9123,9371,8762,5087,3402,4543
2644,3045,5756,7200,8903,9491,8127,3554,3561,3144
2608,2061,3039,4434,8541,9107,8912,8373,5421,3713
2586,2413,4152,7320,9171,9294,8985,6111,2737,3200
2359,2024,3435,5445,9217,9455,9035,6883,2925,3453
2221,2439,4028,7804,8687,9506,8987,7192,2989,2819
3058,4160,6945,8720,9442,9445,7633,4259,2380,3441
5101,4640,4755,7244,9320,9598,9222,9085,3801,2800
8095,8897,8428,9354,9320,9143,4243,2552,4361,6711
3693,6651,8007,9456,9510,9430,5787,2525,2384,2950
9057,8655,8527,8623,8472,8445,3090,3103,4873,5190
2206,5192,6718,6906,9085,8969,8452,8401,3801,3437
6164,2264,3011,5823,8915,8943,8456,8665,8725,6906
8526,8202,8527,7915,8329,6759,4174,3977,5845,5108
6179,4105,3245,3483,8388,8701,9309,9238,3368,4163
8271,8942,8488,8283,7765,6205,4611,3613,2049,4185
6171,1780,2664,4042,9137,9409,9237,8969,4786,3537
1923,2992,4129,7352,9468,9504,9089,8716,1828,2823
6165,8834,8767,9080,8679,7534,8036,7820,6626,2165
3098,5410,7599,8654,9603,9457,7918,3115,2925,3422
2494,1933,1738,2114,2804,2524,5497,6537,7350,7476
7307,7549,8614,8685,6943,4103,2888,3985,5419,7152
8778,8288,3652,2796,2065,1964,5382,7689,8502,8997
7239,6456,4526,3792,1930,2192,3760,6332,8821,8818
2929,2242,3314,4878,9245,9281,8879,8627,7004,2734
3726,4364,3204,2133,2088,3302,7956,9024,8677,8878
5979,8252,3797,6303,3222,3354,1891,2245,2473,6092
3113,8630,8898,9253,9417,8994,4741,2228,2904,2813
3515,6785,7288,8242,9233,8889,3582,2478,2939,4755
6302,8551,6392,7133,6717,5324,3204,1956,3373,2990
2381,4210,3335,9128,9392,9012,6491,2438,3695,2811
2551,2473,4809,8037,9491,9536,9104,8068,3055,2519
2548,2740,6047,8052,9248,9449,8852,4670,3540,5321
2645,2952,5614,8304,9509,9446,8814,6492,3042,2675
4199,7876,5217,7521,5905,5862,3532,2202,2438,5011
2935,4576,7501,9482,9316,9282,8046,3091,3454,4032
1743,1769,2039,1969,3453,4081,8126,8557,6966,6490
2433,1880,1953,2675,2038,2049,2765,2351,1720,1904
2015,1975,2237,2301,3873,4361,8280,8708,7024,6207
1850,2065,3397,2197,2141,2367,2268,2195,2884,7603
2124,1982,2585,1866,2026,2301,3495,4243,4143,1874
6112,6250,4012,5810,2322,2305,3791,5979,6034,5873
2693,3780,7102,8960,9529,9333,8727,5935,3664,4419
2709,2873,2739,3488,8217,8805,9210,9205,6125,6872
2195,2791,5582,8303,9292,9550,9050,8433,4864,2523
2773,4893,8733,9126,9493,9522,8316,5624,3688,2605
4193,8754,8469,8945,4454,2838,6050,8365,8587,9254
8071,8268,7772,7490,7490,2553,6545,8611,8529,8718
2411,2561,4107,7882,9237,9411,8984,9161,1258,4185
2018,3625,6147,8667,9431,9404,8853,7850,4420,5223
2054,3681,5295,6881,9182,9382,9109,9026,7664,5243
6066,8192,8145,8988,3823,2770,5321,3224,7808,7906
2361,3467,5000,5484,3091,2180,5620,6579,7079,9291
4395,6804,4999,9434,9429,9280,6325,3177,4172,4961
7054,8542,5611,5202,3192,3290,3717,3990,4962,4574
6564,7693,4804,7936,7936,4935,3403,5871,5267,9191
5015,6465,8044,9131,8481,6892,7806,4961,3855,6742
2776,8070,7556,5741,5741,5063,4170,5109,3149,5839
2008,2341,5406,5853,5853,8973,9269,8249,2420,1991
2924,2597,5496,6195,8708,9148,8996,8311,7279,3342
1939,3136,6043,5920,8473,7869,7521,6575,6024,3489
1371,3651,7290,7540,8524,7794,6579,5331,3841,6979
1576,7380,7608,7198,7198,6300,3360,5680,3044,2649
1796,2011,5551,5789,8598,8344,6825,7056,3914,4661
2242,2569,4218,5738,7514,8637,8815,8598,4130,3224
2154,2825,6952,7407,8442,8585,6823,4438,2799,2721
2624,3067,4282,7936,7936,8800,8510,8224,4076,1199
2768,3053,4755,5571,8276,9088,8937,5757,3541,3000
3668,3277,4470,6914,8781,8894,7368,5403,3189,2648
2442,3401,7686,8196,8829,9566,9009,7289,2421,2691
8620,6177,3268,4168,4535,7558,9185,8778,7208,4522
2593,2901,6814,7097,7435,9181,7985,6060,2976,2657
3087,3063,3549,7974,9512,9489,9066,8557,4984,4109
4175,2955,3063,4731,8632,9171,9298,9083,6896,3986
2541,3084,7136,7311,9320,9099,8766,7551,2863,3005
2117,2480,5979,6726,9041,9036,8401,8373,6542,5413
2183,2346,6467,7094,8317,9114,8686,8654,2396,1135
2586,2729,6117,7075,6717,8124,8543,8554,7585,2005
2707,1936,5710,8801,8801,9176,8537,8508,7033,5759
5449,7970,9174,9035,9174,8358,2894,2975,3547,3078
2392,3014,4558,7225,8859,9452,9317,9175,7487,5004
2477,3034,6980,7423,8687,9530,9283,9113,7594,3624
2370,2820,6728,7312,8570,9564,9313,8017,3093,3625
2542,2834,4190,9128,9128,9606,9233,7913,3726,2304
2547,2759,7079,7561,8985,9524,9144,8047,3568,2411
2934,3100,7814,8236,9070,9513,9323,9363,7099,5477
2656,2780,4160,8381,8381,9457,9189,8752,5204,2336
3015,3114,5843,8437,9253,9473,9269,9129,8519,5957
2364,2923,6875,7358,8902,9588,9216,7554,3606,2241
2428,2744,6555,8380,8380,9533,9181,7771,4048,2270
2397,2857,7065,7099,8064,9429,9249,9321,6170,5116
3155,3076,7380,8132,8536,9441,9226,8620,7367,6283
2632,2423,5937,8312,8312,9152,8552,8494,6743,4795
2679,2797,6906,7249,9182,9379,9147,8764,4120,4568
2846,2826,5789,6759,9453,9536,9225,8645,4200,2427
2994,2918,5442,6429,7155,9153,9050,7955,6120,5057
2897,2823,6507,6815,8829,9340,9167,8630,4073,3890
2491,2819,6453,7012,8562,9508,9178,6843,4788,2387
2120,2618,3120,6414,6414,9141,9174,9056,5453,2624
3471,4464,8234,9337,9505,9285,5507,4389,4298,4262
2108,2918,5665,6796,9320,9102,8532,8239,7052,5096
4473,6029,3080,8058,8046,8211,7438,7406,7340,7345
4265,5516,7318,8641,8346,8497,7602,7341,7417,7625
4634,6416,7306,7894,7903,7810,7248,7511,7655,7868
3771,5076,6162,7664,7191,6288,6845,6563,6469,6573
2925,5940,5784,6540,6698,6230,5566,7373,7197,6613
2942,4217,4674,4955,4459,4195,5090,6175,5699,6897
4903,6123,7428,8267,8087,8278,7585,7559,7738,7180
8321,8596,5506,3471,3471,3946,8664,9389,8412,9336
3283,2378,3388,6749,8688,9097,9223,8721,7877,2700
2479,2789,3942,4096,8861,9227,9292,8901,7039,3078
2476,3232,2399,2707,7596,6291,8217,8568,4946,1336
5380,8851,9353,9139,8903,6811,2932,3485,4027,6226
3064,2086,3687,3918,8477,8989,9204,8771,4472,2350
5026,8427,9426,9541,8841,7400,2865,3304,3764,5291
2250,2466,6457,7404,8271,9244,8608,8596,1507,3548
8015,8729,9420,9472,8568,6981,2841,3853,7177,5875
8153,9043,9266,9454,8921,8205,3058,2643,3842,3390
2279,2164,1955,3184,8150,9210,8551,8895,9177,4193
3302,5249,9223,9507,9638,9501,5720,2990,4830,2464
2477,2766,7242,8251,8988,9443,8847,5049,3435,4466
2651,3285,6723,7301,9465,9557,9150,8830,4446,2428
2605,2900,5969,7277,9466,9534,9308,9137,5535,1774
2637,3200,8160,8199,9120,9542,9035,8557,3888,2450
5309,2863,4443,5486,8717,9107,8931,8232,8603,2907
2564,2741,7371,8880,9202,9574,9129,8467,2549,2213
5711,6078,4634,4283,3620,4401,8669,8271,8552,5016
7234,8928,9302,9151,9093,9163,3130,4523,5981,2147
8157,9053,8982,9039,5013,3026,6450,8890,9305,9503
8077,7543,8182,8359,8144,8608,8918,8655,7003,5892
8087,7954,8223,8577,8777,8830,8742,8911,9523,7517
4445,4752,8192,8223,8223,8666,3634,7180,8674,8528
8395,8787,7487,3163,3163,3599,6030,8223,9571,8984
2896,3253,8436,8783,8783,9030,8951,7992,3139,2996
4557,6727,9018,8898,8023,6004,2828,6533,8978,9341
7804,7994,7169,7129,8037,8405,8159,8881,6677,4557
7303,7205,7728,7861,7066,3949,2830,4062,8217,6808
4433,6516,9157,8978,9178,6904,1936,4077,7423,6832
4501,6544,8838,9052,9312,8923,3428,3533,5499,5997
6437,8515,8776,6890,5102,2956,2614,4075,7372,9619
2048,2763,7627,7260,8666,9359,8557,7373,5039,5626
3025,3437,3341,3508,4420,3550,6178,8028,8178,7168
6795,8241,8836,8562,6625,2866,2860,4595,6925,6842
7123,5846,3241,3174,6262,7807,8512,8133,8373,3327
2887,3709,7107,7342,9903,9450,8824,6474,3952,6701
2268,3346,9022,8989,9132,9464,8737,6011,3388,5738
2315,2481,4815,4956,9105,9231,9300,9233,7989,6626
6720,6429,8804,8244,8318,8985,6723,6836,8013,8305
7816,7956,6420,6329,6058,3868,8452,8420,8618,8498
7970,8994,8504,7756,8910,8818,8908,8368,8877,8355
7318,7309,8779,8768,7553,7718,8494,8278,8490,4882
7716,8107,8648,8921,7503,8788,8472,8401,8447,7176
4192,3433,8265,7857,7309,8703,8287,8508,7664,7157
5642,5568,7081,4767,4767,3224,4654,6133,7435,7779
5258,2852,3997,5508,7018,9125,9150,8726,7395,6311
3490,2602,2698,3806,3806,4298,8521,9159,8716,8052
2867,4015,5267,6650,8354,7983,6926,4035,3456,5729
3140,3227,2866,2119,5683,5129,8730,8799,8907,8465
3640,2335,1939,3807,6083,3933,8585,8425,8974,6981
7642,7942,6636,4667,3980,5618,7483,4507,6888,7663
2601,2954,7975,8459,9556,9491,8912,4066,3178,4674
2022,2183,4527,4665,8787,9354,9275,8864,8553,5264
3270,4006,8713,9118,7800,9353,6096,3147,4827,6537
3321,4573,5336,9453,9288,9490,8833,5996,3951,4414
3117,6277,2533,2787,4056,4490,9004,9242,9230,8712
1374,2359,4360,2838,2838,2739,8721,9130,9323,9057
1418,6408,6316,3187,4648,5630,9438,9337,9163,8817
1978,3080,3181,1960,4204,4321,9193,9530,9095,8664
5752,8692,4872,9394,8297,9073,3431,2486,3405,5838
3406,5698,4927,8778,8059,9254,6181,2959,2049,4691
6827,6623,3432,3588,7490,8076,9146,9401,8249,5599
5018,7944,4558,3293,3161,3225,9253,7601,9056,8341
7992,2310,3078,2547,8217,8713,9230,9143,8608,6528
5569,2464,3689,7778,9095,9400,9227,8929,5881,4723
5711,1914,2697,6753,8560,9213,9294,9434,6372,5069
6455,6895,5472,3625,4993,4682,8576,9257,9031,7921
1391,2497,4847,9018,3060,2286,5085,8602,9312,9114
2539,5585,4448,8311,8403,4166,3549,6793,8432,8633
5695,7667,7261,9432,9158,9199,4170,4534,4245,7556
7043,6744,3376,3051,4303,4180,9095,9550,8780,8480
6434,7187,9321,9376,8867,9202,5048,2743,3425,5274
8914,8461,9545,9298,4914,3388,3245,6414,8314,8776
6596,5891,3373,2802,4076,3744,8788,9035,8393,7815
6168,6209,2923,2859,4639,4318,8732,9313,6566,5499
5086,5435,2818,3763,5657,5198,8539,9500,8003,6396
1742,2232,5204,8376,8615,8758,6986,6664,6223,4593
6792,8424,5545,8303,6928,6846,6298,2622,2525,4514
7897,8037,5522,7464,6295,4637,3587,4329,7121,8620
3454,2914,1881,4918,8102,8705,9288,9099,8262,4104
6957,7935,9478,9221,8012,5511,2795,3770,5938,8887
2465,3790,4233,8441,9211,9473,9139,7044,4358,4361
2072,2487,2162,6864,8875,9519,9211,7015,3627,3902
3055,5188,7238,9384,8864,9322,4489,3868,3797,5881
3118,6648,8369,9462,8861,9019,2888,4567,6213,6967
3650,5743,7690,9326,8140,9263,5429,3386,5361,7910
5668,8762,9141,9337,8816,8932,2490,3898,5562,8166
3420,4532,7357,9204,8835,9232,7233,3752,3709,4164
3743,6485,7617,9425,8845,9279,3931,2950,3226,4391
3815,5013,6988,9018,8633,9162,5702,2931,3458,6572
3472,6146,4174,9054,8848,9072,5398,3700,3625,5364
4194,7079,8288,9263,8719,9415,4992,3859,4074,5943
4403,7994,8879,8805,8805,9304,5967,3452,2735,5200
4487,6992,8787,9171,9054,9450,5983,3483,4800,7643
3948,6944,8118,9398,8843,9106,6971,3663,2938,3920
1769,2999,2835,8046,9211,9468,9135,5186,3502,3657
2296,2826,3779,5442,9032,9423,9240,8228,7728,5499
3075,2554,3475,4322,8356,8875,8704,8566,8794,7012
2165,2625,3507,3663,8593,8832,9160,8789,7585,5315
3099,5395,5097,8134,8168,2476,4988,7666,9032,8857
4444,3112,3051,4078,8580,9062,9215,9115,8156,6666
2383,2436,3147,5325,8634,8967,9178,8740,8033,6268
7787,7930,3017,3566,7772,8197,9327,8963,8599,7539
1630,2714,4175,5836,8599,9570,9044,8297,5014,3136
3413,2552,3282,5842,8908,9368,9212,8553,7759,4544
2313,2641,4551,4437,8488,9242,9137,8472,5410,5416
2576,3145,7411,8744,9007,9526,8552,5562,6755,3359
2683,3655,5643,8718,8529,8046,7363,6445,7308,4342
2619,3420,5288,8110,9204,9482,8481,7069,5758,3530
3779,5166,5256,8048,6407,6005,5460,3562,3174,3504
3094,4100,3457,3689,8771,9025,9248,9125,8306,6106
5245,5824,3201,3285,7853,8205,9348,7985,9382,6829
2698,3318,6726,8245,8771,9465,8878,5702,3567,3585
3442,3315,5553,9054,8948,9521,8983,6375,3908,3469
2080,3478,6211,8567,9180,9475,9041,5799,3538,2992
2577,2600,2483,5705,9059,9401,9208,8648,6839,4285
8548,2363,7798,8901,8840,8972,8613,8771,6796,8924
2206,2779,2881,8135,8404,8436,6473,6084,6044,7092
4502,6263,6969,8722,8617,8921,8464,8816,9040,8889
6688,8472,7255,8949,5996,7877,8342,8863,8934,8882
5083,7865,3681,8835,8835,8814,8487,8445,6556,8774
8043,8442,6794,8948,8995,8481,8879,9092,9143,8961
3017,3912,5086,5202,5202,5963,6771,6614,3126,3370
2931,3547,4977,6844,6844,7735,7554,5361,3893,3548
2644,2654,2342,5376,5376,6405,6769,3377,5005,4372
2180,2860,4277,5874,5874,7411,8626,8205,5420,4323
2379,3252,3486,3721,5547,5934,7374,6723,6253,4463
1682,2320,3631,4868,7867,9291,8996,8217,2842,4079
2756,4054,7003,7437,8436,8997,8084,5701,3708,3333
7269,8158,8429,8938,8938,9065,8357,8568,9269,8902
2130,3783,4147,8212,9128,9383,8445,3369,3533,3459
5555,4523,3725,4560,2715,2212,2755,5228,7290,8353
9035,7720,6722,8450,6130,6467,3213,2470,3566,5325
1399,2109,2860,4860,7078,9310,9042,7990,5632,4669
1685,2071,2602,1918,2582,2350,6929,8196,8883,8880
